Employee Id,Department,Region,Education,Gender,Recruitment_Channel,No_Of_Trainings,Age,Age Group,Previous_Year_Rating,Length_Of_Service,Kpis_Met >80%,Awards_Won?,Avg_Training_Score,Training Score Group,Is_Promoted
1221,Technology,Region_2,Bachelor'S,M,Referred,1,24,20-30,3,2,0,0,77,60-80,0
12888,Analytics,Region_29,Bachelor'S,M,Other,1,36,30-40,4,7,1,0,85,>80,0
36411,Operations,Region_3,Bachelor'S,M,Other,1,28,20-30,5,2,1,0,61,60-80,0
27440,Sales & Marketing,Region_32,Bachelor'S,F,Sourcing,1,32,30-40,3,7,0,0,52,40-60,0
15321,Technology,Region_11,Bachelor'S,M,Sourcing,1,33,30-40,3,6,0,0,79,60-80,0
64815,Sales & Marketing,Region_28,Master'S & Above,M,Other,1,39,30-40,5,5,1,0,50,40-60,0
47689,Sales & Marketing,Region_12,Bachelor'S,M,Other,1,34,30-40,3,9,0,0,51,40-60,0
32323,Procurement,Region_12,Bachelor'S,F,Sourcing,1,26,20-30,3,2,0,0,68,60-80,0
44538,Technology,Region_33,Bachelor'S,F,Other,1,46,40-50,1,16,0,0,83,>80,0
26434,Technology,Region_2,Bachelor'S,M,Other,2,42,40-50,3,13,0,0,83,>80,0
65902,Finance,Region_30,Bachelor'S,M,Other,1,29,20-30,3,5,0,0,58,40-60,0
44634,Procurement,Region_7,Master'S & Above,M,Sourcing,1,45,40-50,3,2,1,0,68,60-80,0
77036,Technology,Region_2,Bachelor'S,F,Referred,1,31,30-40,5,5,0,1,90,>80,1
5342,Analytics,Region_32,Bachelor'S,M,Sourcing,1,30,30-40,1,6,0,0,90,>80,0
33673,Procurement,Region_22,Bachelor'S,F,Other,3,29,20-30,5,5,1,1,87,>80,1
54878,Technology,Region_2,Bachelor'S,M,Other,1,26,20-30,5,3,1,0,80,60-80,0
57293,Sales & Marketing,Region_1,Bachelor'S,M,Other,1,34,30-40,5,4,0,0,55,40-60,0
40105,Finance,Region_12,Bachelor'S,M,Other,1,28,20-30,4,2,1,0,61,60-80,0
66438,Technology,Region_2,Bachelor'S,M,Other,2,42,40-50,3,3,1,0,80,60-80,1
53784,Operations,Region_31,Bachelor'S,F,Sourcing,1,31,30-40,5,5,0,0,57,40-60,0
58967,Technology,Region_16,Bachelor'S,F,Other,1,28,20-30,4,3,0,0,80,60-80,0
59328,Sales & Marketing,Region_13,Bachelor'S,F,Sourcing,1,31,30-40,4,6,0,0,66,60-80,1
53195,Finance,Region_11,Bachelor'S,F,Other,1,31,30-40,3,5,0,0,58,40-60,0
68010,Procurement,Region_2,Bachelor'S,F,Other,1,35,30-40,5,9,1,0,69,60-80,1
7541,Sales & Marketing,Region_22,Bachelor'S,M,Other,1,33,30-40,5,5,1,0,49,40-60,0
21281,Hr,Region_22,Bachelor'S,M,Other,1,29,20-30,4,6,1,0,50,40-60,0
13886,Analytics,Region_28,Master'S & Above,M,Other,1,31,30-40,5,2,1,0,89,>80,1
67415,Finance,Region_22,Master'S & Above,M,Sourcing,2,33,30-40,5,8,1,0,59,40-60,1
55771,Sales & Marketing,Region_23,Master'S & Above,M,Sourcing,1,42,40-50,4,4,1,0,51,40-60,0
51449,Hr,Region_27,Bachelor'S,F,Other,1,26,20-30,3,3,1,0,54,40-60,0
16545,Technology,Region_2,Bachelor'S,M,Other,1,33,30-40,4,8,1,0,79,60-80,0
61358,Analytics,Region_29,Bachelor'S,M,Other,1,36,30-40,3,4,0,0,86,>80,0
46134,Sales & Marketing,Region_5,Bachelor'S,M,Other,1,40,40-50,1,6,0,0,48,40-60,0
72023,Technology,Region_2,Bachelor'S,M,Sourcing,1,58,50-60,2,26,0,0,82,>80,0
31385,Technology,Region_2,Bachelor'S,F,Sourcing,1,39,30-40,3,9,0,0,82,>80,0
41490,Analytics,Region_7,Bachelor'S,M,Sourcing,2,32,30-40,4,5,0,0,82,>80,0
77473,Sales & Marketing,Region_16,Bachelor'S,F,Other,1,36,30-40,5,8,0,0,52,40-60,0
66966,R&D,Region_22,Bachelor'S,M,Sourcing,1,28,20-30,5,3,1,0,85,>80,0
41281,Sales & Marketing,Region_28,Bachelor'S,M,Sourcing,1,33,30-40,4,4,0,0,50,40-60,0
53219,Operations,Region_22,Bachelor'S,M,Sourcing,2,25,20-30,3,6,0,1,58,40-60,0
70882,Sales & Marketing,Region_2,Bachelor'S,F,Sourcing,1,49,40-50,3,3,1,0,46,40-60,0
28233,Sales & Marketing,Region_27,Bachelor'S,M,Sourcing,1,28,20-30,3,4,0,0,50,40-60,0
68020,Analytics,Region_19,Bachelor'S,M,Other,1,30,30-40,5,4,1,0,87,>80,0
5580,Sales & Marketing,Region_25,Bachelor'S,M,Sourcing,1,30,30-40,2,5,0,0,53,40-60,0
61314,Operations,Region_2,Below Secondary,M,Other,1,22,20-30,4,2,0,0,51,40-60,0
2687,Operations,Region_34,Bachelor'S,M,Other,1,32,30-40,3,6,1,0,62,60-80,0
12283,Sales & Marketing,Region_15,Bachelor'S,F,Other,1,30,30-40,5,3,0,0,50,40-60,0
61092,Finance,Region_7,Below Secondary,M,Other,1,26,20-30,5,3,1,0,58,40-60,0
55060,Sales & Marketing,Region_3,Bachelor'S,M,Other,1,43,40-50,2,4,1,0,49,40-60,0
7521,Hr,Region_15,Bachelor'S,F,Sourcing,1,29,20-30,2,2,0,0,56,40-60,0
65803,Sales & Marketing,Region_2,Master'S & Above,F,Other,1,47,40-50,1,16,0,0,52,40-60,0
74912,Sales & Marketing,Region_25,Bachelor'S,M,Other,1,32,30-40,4,3,0,0,46,40-60,0
67159,Sales & Marketing,Region_23,Master'S & Above,M,Sourcing,2,35,30-40,4,8,0,0,47,40-60,0
47450,Operations,Region_19,Master'S & Above,M,Other,1,37,30-40,1,7,0,0,59,40-60,0
11545,Operations,Region_31,Bachelor'S,M,Other,1,26,20-30,3,3,0,0,63,60-80,0
19871,Sales & Marketing,Region_27,Bachelor'S,M,Sourcing,2,40,40-50,3,8,0,0,48,40-60,0
62773,Operations,Region_32,Bachelor'S,M,Sourcing,1,33,30-40,1,5,0,0,59,40-60,0
2973,Sales & Marketing,Region_15,Bachelor'S,M,Sourcing,1,37,30-40,4,3,1,0,54,40-60,0
70560,Procurement,Region_26,Bachelor'S,M,Other,2,26,20-30,3,2,1,0,93,>80,1
12040,Sales & Marketing,Region_7,Bachelor'S,M,Other,1,29,20-30,5,2,0,0,51,40-60,0
3308,Hr,Region_7,Bachelor'S,F,Sourcing,2,30,30-40,4,6,0,0,46,40-60,0
50911,Operations,Region_2,Master'S & Above,M,Sourcing,1,42,40-50,4,11,0,0,60,40-60,0
30545,Sales & Marketing,Region_15,Bachelor'S,M,Sourcing,1,35,30-40,5,9,0,0,50,40-60,0
8118,Finance,Region_2,Bachelor'S,M,Sourcing,1,32,30-40,1,2,0,0,63,60-80,0
58613,Operations,Region_27,Master'S & Above,F,Sourcing,1,35,30-40,3,3,0,0,64,60-80,0
53771,Operations,Region_13,Bachelor'S,M,Other,3,32,30-40,5,5,1,0,60,40-60,0
6697,Operations,Region_1,Master'S & Above,M,Sourcing,1,34,30-40,5,2,0,0,58,40-60,0
45928,R&D,Region_22,Bachelor'S,M,Other,2,30,30-40,4,2,0,0,86,>80,0
43158,Operations,Region_2,Bachelor'S,F,Sourcing,1,58,50-60,3,28,1,0,58,40-60,0
27769,Technology,Region_2,Bachelor'S,M,Other,2,29,20-30,2,7,1,0,78,60-80,0
30811,Finance,Region_2,Master'S & Above,M,Other,1,36,30-40,4,4,1,0,59,40-60,0
33050,Analytics,Region_7,Master'S & Above,M,Sourcing,1,39,30-40,3,12,0,0,86,>80,0
43460,Finance,Region_11,Bachelor'S,M,Sourcing,1,27,20-30,3,2,0,0,63,60-80,0
73695,Procurement,Region_22,Bachelor'S,M,Sourcing,4,31,30-40,4,8,0,0,73,60-80,0
6898,Finance,Region_22,Bachelor'S,M,Other,1,30,30-40,5,3,1,0,57,40-60,0
34046,Analytics,Region_31,Bachelor'S,M,Other,1,27,20-30,1,2,0,0,81,>80,0
29200,Sales & Marketing,Region_10,Bachelor'S,M,Sourcing,1,33,30-40,4,5,1,0,48,40-60,0
49874,Procurement,Region_13,Bachelor'S,F,Sourcing,1,28,20-30,4,5,1,0,73,60-80,0
52764,Procurement,Region_2,Bachelor'S,F,Sourcing,1,52,50-60,4,4,1,0,72,60-80,0
12170,Sales & Marketing,Region_25,Master'S & Above,M,Other,1,38,30-40,2,10,0,0,50,40-60,0
6743,Technology,Region_2,Bachelor'S,F,Sourcing,1,39,30-40,3,7,0,0,81,>80,0
5404,R&D,Region_2,Master'S & Above,M,Other,2,34,30-40,3,8,0,0,85,>80,0
33091,Technology,Region_31,Bachelor'S,M,Sourcing,1,32,30-40,2,3,0,0,79,60-80,0
23330,Sales & Marketing,Region_26,Master'S & Above,M,Other,1,46,40-50,2,7,0,0,53,40-60,0
25047,Sales & Marketing,Region_6,Bachelor'S,F,Other,1,40,40-50,1,6,1,0,49,40-60,0
44479,Operations,Region_4,Bachelor'S,M,Other,1,26,20-30,5,2,0,0,60,40-60,0
15172,Procurement,Region_22,Bachelor'S,M,Sourcing,1,30,30-40,4,7,0,0,71,60-80,0
15235,Operations,Region_31,Master'S & Above,M,Other,1,35,30-40,4,2,1,0,54,40-60,0
29882,Technology,Region_16,Below Secondary,F,Other,1,24,20-30,4,3,0,0,78,60-80,0
40613,Sales & Marketing,Region_2,Master'S & Above,M,Sourcing,1,36,30-40,5,5,1,0,49,40-60,0
62712,Finance,Region_2,Bachelor'S,M,Sourcing,1,38,30-40,2,10,0,0,58,40-60,0
49682,Technology,Region_2,Bachelor'S,F,Other,1,36,30-40,2,9,0,0,78,60-80,0
8763,Procurement,Region_22,Bachelor'S,F,Other,1,30,30-40,5,4,0,0,70,60-80,0
56875,Procurement,Region_2,Bachelor'S,F,Other,2,30,30-40,1,4,0,0,71,60-80,0
9666,Sales & Marketing,Region_2,Master'S & Above,M,Sourcing,2,37,30-40,1,7,0,0,46,40-60,0
10164,Sales & Marketing,Region_19,Bachelor'S,M,Sourcing,1,37,30-40,1,8,0,0,49,40-60,0
16997,Operations,Region_19,Bachelor'S,F,Other,1,35,30-40,4,5,1,0,55,40-60,0
54290,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,59,50-60,1,16,0,0,50,40-60,0
63225,Procurement,Region_2,Master'S & Above,M,Sourcing,1,43,40-50,3,14,0,0,69,60-80,0
51932,Procurement,Region_17,Bachelor'S,M,Other,1,51,50-60,4,18,1,0,69,60-80,0
74798,Operations,Region_2,Master'S & Above,M,Other,1,40,40-50,4,8,0,0,57,40-60,0
25515,Operations,Region_2,Bachelor'S,F,Sourcing,1,35,30-40,3,3,0,0,59,40-60,0
73472,Operations,Region_27,Bachelor'S,M,Sourcing,2,39,30-40,5,9,1,0,62,60-80,0
6345,Sales & Marketing,Region_2,Bachelor'S,F,Other,1,44,40-50,3,9,0,0,46,40-60,0
50180,Operations,Region_2,Bachelor'S,M,Other,1,38,30-40,5,12,1,0,57,40-60,0
21760,Finance,Region_2,Master'S & Above,F,Sourcing,1,40,40-50,5,6,1,0,65,60-80,0
9555,Operations,Region_2,Bachelor'S,M,Other,1,56,50-60,3,17,0,0,61,60-80,0
56761,Sales & Marketing,Region_31,Bachelor'S,M,Other,1,36,30-40,2,11,0,0,48,40-60,0
53733,Analytics,Region_22,Bachelor'S,M,Other,1,27,20-30,2,3,0,0,81,>80,0
19388,Hr,Region_26,Bachelor'S,F,Other,1,27,20-30,3,4,0,0,54,40-60,0
68920,Analytics,Region_7,Master'S & Above,M,Sourcing,1,39,30-40,5,7,1,0,87,>80,0
22567,Sales & Marketing,Region_2,Bachelor'S,F,Other,1,26,20-30,1,2,0,0,47,40-60,0
16858,Procurement,Region_26,Bachelor'S,F,Other,2,33,30-40,3,4,0,0,70,60-80,0
30148,Procurement,Region_22,Bachelor'S,F,Other,1,30,30-40,5,4,0,0,84,>80,1
773,Sales & Marketing,Region_22,Master'S & Above,M,Sourcing,1,44,40-50,3,16,1,0,47,40-60,0
28309,Analytics,Region_30,Bachelor'S,M,Other,1,31,30-40,3,3,0,0,85,>80,0
55885,Operations,Region_19,Bachelor'S,M,Other,1,34,30-40,5,3,1,0,58,40-60,0
3442,Hr,Region_31,Bachelor'S,F,Sourcing,1,28,20-30,3,3,1,0,51,40-60,0
70191,Operations,Region_34,Bachelor'S,M,Other,2,30,30-40,3,4,0,0,59,40-60,0
4125,Operations,Region_22,Master'S & Above,M,Sourcing,2,36,30-40,3,4,1,0,60,40-60,0
16282,Sales & Marketing,Region_15,Master'S & Above,M,Sourcing,1,36,30-40,4,4,0,0,47,40-60,0
65572,Sales & Marketing,Region_15,Bachelor'S,M,Other,2,31,30-40,1,3,1,0,51,40-60,0
30319,Sales & Marketing,Region_22,Bachelor'S,M,Sourcing,1,23,20-30,1,2,0,0,50,40-60,0
45914,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,36,30-40,3,9,1,0,43,40-60,1
24149,Sales & Marketing,Region_22,Master'S & Above,M,Other,4,33,30-40,1,3,0,0,51,40-60,0
30024,Operations,Region_15,Bachelor'S,M,Other,1,34,30-40,5,8,1,0,59,40-60,1
63293,Operations,Region_2,Master'S & Above,F,Other,1,42,40-50,3,3,0,0,60,40-60,0
45838,Operations,Region_7,Bachelor'S,M,Other,1,39,30-40,5,9,1,0,57,40-60,0
69338,Sales & Marketing,Region_2,Bachelor'S,F,Sourcing,1,29,20-30,2,4,1,0,48,40-60,0
60461,Sales & Marketing,Region_8,Master'S & Above,M,Sourcing,1,39,30-40,3,3,0,0,50,40-60,0
15552,Technology,Region_12,Bachelor'S,F,Other,1,26,20-30,4,2,1,0,78,60-80,0
13362,Operations,Region_12,Bachelor'S,M,Sourcing,1,29,20-30,3,4,0,0,58,40-60,0
41880,Sales & Marketing,Region_9,Master'S & Above,M,Sourcing,1,32,30-40,1,9,0,0,49,40-60,0
48697,Sales & Marketing,Region_13,Master'S & Above,M,Sourcing,1,30,30-40,4,2,1,0,65,60-80,1
67114,Sales & Marketing,Region_14,Master'S & Above,M,Other,1,45,40-50,3,7,0,0,54,40-60,0
3281,Sales & Marketing,Region_31,Bachelor'S,M,Sourcing,1,36,30-40,5,7,1,0,53,40-60,0
39322,Sales & Marketing,Region_31,Bachelor'S,M,Sourcing,2,37,30-40,2,2,0,0,48,40-60,0
23926,Operations,Region_23,Master'S & Above,M,Other,1,37,30-40,3,4,0,0,59,40-60,0
7234,Operations,Region_15,Master'S & Above,M,Other,1,36,30-40,2,4,0,0,57,40-60,0
39091,Procurement,Region_22,Master'S & Above,F,Sourcing,1,38,30-40,3,7,1,0,72,60-80,0
50136,Sales & Marketing,Region_11,Bachelor'S,M,Other,1,30,30-40,3,3,0,0,48,40-60,0
4542,Technology,Region_26,Master'S & Above,F,Other,1,35,30-40,5,9,1,0,86,>80,0
61678,Analytics,Region_2,Bachelor'S,M,Sourcing,2,44,40-50,3,10,0,0,85,>80,0
58718,Procurement,Region_13,Bachelor'S,F,Sourcing,1,29,20-30,3,4,1,0,97,>80,1
24034,Analytics,Region_31,Master'S & Above,M,Other,1,33,30-40,4,3,0,0,84,>80,0
40035,Technology,Region_2,Bachelor'S,M,Other,1,37,30-40,1,12,1,0,78,60-80,1
29432,Procurement,Region_22,Bachelor'S,F,Sourcing,1,27,20-30,5,4,0,1,81,>80,1
77275,Technology,Region_10,Master'S & Above,F,Sourcing,1,39,30-40,4,7,1,0,78,60-80,0
21444,Sales & Marketing,Region_13,Master'S & Above,M,Other,2,40,40-50,3,8,0,0,49,40-60,0
21811,Technology,Region_2,Bachelor'S,F,Other,1,55,50-60,5,16,0,0,77,60-80,0
16482,Technology,Region_22,Bachelor'S,F,Other,1,36,30-40,3,3,0,0,81,>80,0
4502,Sales & Marketing,Region_7,Bachelor'S,M,Other,1,30,30-40,1,4,1,0,49,40-60,1
12416,Finance,Region_2,Master'S & Above,M,Other,1,42,40-50,4,11,0,0,60,40-60,0
56437,Analytics,Region_7,Bachelor'S,M,Other,2,30,30-40,4,4,0,0,88,>80,0
5075,Operations,Region_2,Bachelor'S,M,Other,1,25,20-30,4,2,0,0,58,40-60,0
66918,Operations,Region_26,Bachelor'S,M,Other,1,28,20-30,3,2,0,0,60,40-60,0
18438,Technology,Region_2,Bachelor'S,M,Sourcing,1,34,30-40,5,4,1,0,77,60-80,0
21809,Technology,Region_15,Master'S & Above,M,Sourcing,1,38,30-40,3,4,1,0,85,>80,0
20633,Operations,Region_2,Master'S & Above,M,Other,1,42,40-50,1,2,0,0,63,60-80,0
44784,Technology,Region_2,Master'S & Above,M,Other,1,43,40-50,1,15,0,0,83,>80,0
55058,Sales & Marketing,Region_10,Bachelor'S,M,Other,1,27,20-30,4,4,0,0,64,60-80,1
68131,Analytics,Region_21,Bachelor'S,M,Sourcing,1,36,30-40,1,7,1,0,85,>80,0
43956,Sales & Marketing,Region_25,Master'S & Above,M,Other,2,38,30-40,3,12,1,0,50,40-60,0
10170,Operations,Region_2,Bachelor'S,F,Other,1,37,30-40,3,4,1,0,61,60-80,0
72888,Operations,Region_20,Master'S & Above,M,Sourcing,1,33,30-40,3,4,0,0,59,40-60,0
37692,Operations,Region_7,Bachelor'S,F,Sourcing,1,45,40-50,3,16,0,0,60,40-60,0
22173,Sales & Marketing,Region_11,Master'S & Above,M,Sourcing,3,42,40-50,3,2,0,0,56,40-60,0
47080,Operations,Region_32,Bachelor'S,M,Sourcing,1,35,30-40,4,8,1,0,62,60-80,0
57932,Technology,Region_31,Bachelor'S,F,Other,1,26,20-30,3,2,1,0,74,60-80,0
33651,Technology,Region_2,Bachelor'S,M,Sourcing,1,29,20-30,1,4,0,0,78,60-80,0
46941,Sales & Marketing,Region_4,Bachelor'S,M,Other,1,34,30-40,5,9,0,0,53,40-60,0
66942,Procurement,Region_15,Bachelor'S,F,Other,1,44,40-50,1,7,0,0,70,60-80,0
33877,Sales & Marketing,Region_2,Bachelor'S,M,Other,1,23,20-30,4,2,0,0,47,40-60,0
8049,Hr,Region_7,Master'S & Above,M,Sourcing,1,42,40-50,5,10,0,1,86,>80,1
22882,Operations,Region_23,Master'S & Above,M,Other,1,44,40-50,4,4,1,0,64,60-80,0
74258,Operations,Region_13,Bachelor'S,F,Referred,1,30,30-40,5,6,1,0,61,60-80,0
43725,Analytics,Region_2,Bachelor'S,M,Other,1,39,30-40,5,11,1,0,89,>80,0
23871,Operations,Region_4,Master'S & Above,M,Other,1,31,30-40,5,7,1,0,57,40-60,1
38590,Finance,Region_22,Bachelor'S,M,Other,3,29,20-30,1,2,0,0,60,40-60,0
30349,Sales & Marketing,Region_9,Master'S & Above,M,Other,1,38,30-40,1,10,0,0,51,40-60,0
41058,Procurement,Region_28,Bachelor'S,F,Sourcing,3,29,20-30,4,8,0,0,69,60-80,0
15144,Sales & Marketing,Region_12,Bachelor'S,M,Other,1,30,30-40,3,5,0,0,46,40-60,0
20144,Operations,Region_4,Master'S & Above,M,Sourcing,2,33,30-40,2,7,0,0,57,40-60,0
77476,Technology,Region_2,Bachelor'S,F,Referred,2,37,30-40,5,4,1,1,83,>80,1
36650,Sales & Marketing,Region_23,Master'S & Above,M,Other,1,40,40-50,4,6,0,0,60,40-60,1
41807,Procurement,Region_7,Bachelor'S,M,Other,1,32,30-40,3,10,0,0,76,60-80,0
55526,Analytics,Region_29,Bachelor'S,M,Other,2,30,30-40,1,7,0,0,83,>80,0
33914,R&D,Region_22,Bachelor'S,F,Other,2,28,20-30,4,2,0,0,86,>80,0
17749,Finance,Region_16,Bachelor'S,M,Sourcing,1,32,30-40,3,7,0,0,57,40-60,0
66751,Procurement,Region_27,Bachelor'S,M,Sourcing,3,30,30-40,3,6,0,0,69,60-80,0
25782,Hr,Region_2,Bachelor'S,F,Sourcing,1,58,50-60,4,16,0,0,55,40-60,0
71632,Sales & Marketing,Region_23,Master'S & Above,M,Sourcing,1,38,30-40,3,3,1,0,50,40-60,0
12973,Operations,Region_26,Bachelor'S,F,Sourcing,1,34,30-40,5,6,0,0,62,60-80,0
33699,Hr,Region_10,Bachelor'S,M,Other,1,30,30-40,5,5,1,0,51,40-60,0
9248,Sales & Marketing,Region_22,Bachelor'S,M,Other,1,25,20-30,2,3,0,0,47,40-60,0
2674,Sales & Marketing,Region_15,Bachelor'S,M,Other,2,32,30-40,3,2,0,0,50,40-60,0
45611,Analytics,Region_32,Bachelor'S,M,Other,1,32,30-40,1,9,0,0,86,>80,0
32848,Sales & Marketing,Region_11,Bachelor'S,F,Other,1,34,30-40,1,4,1,0,47,40-60,0
59671,Procurement,Region_7,Bachelor'S,F,Sourcing,1,29,20-30,3,2,1,0,66,60-80,0
1767,Technology,Region_2,Bachelor'S,M,Other,1,36,30-40,2,5,0,0,82,>80,0
64686,Procurement,Region_7,Master'S & Above,F,Other,1,33,30-40,4,5,0,0,73,60-80,0
61152,Technology,Region_7,Master'S & Above,F,Sourcing,1,33,30-40,5,6,0,0,81,>80,0
73057,Procurement,Region_22,Master'S & Above,M,Sourcing,1,50,50-60,4,3,0,0,64,60-80,0
78276,Technology,Region_31,Master'S & Above,F,Other,1,37,30-40,5,5,1,0,82,>80,0
24657,Operations,Region_11,Bachelor'S,M,Other,1,27,20-30,4,3,0,0,61,60-80,0
22494,Technology,Region_2,Bachelor'S,F,Other,1,44,40-50,2,15,0,0,78,60-80,0
76094,Analytics,Region_27,Bachelor'S,M,Other,1,31,30-40,5,4,1,0,85,>80,0
1405,Sales & Marketing,Region_7,Bachelor'S,M,Other,2,31,30-40,3,4,0,0,45,40-60,0
47221,Hr,Region_22,Master'S & Above,M,Other,1,42,40-50,3,12,0,0,46,40-60,0
6506,Operations,Region_13,Master'S & Above,M,Sourcing,1,33,30-40,1,5,0,0,57,40-60,0
46346,Operations,Region_28,Master'S & Above,M,Sourcing,1,30,30-40,5,5,0,1,75,60-80,1
51887,Sales & Marketing,Region_15,Master'S & Above,M,Other,1,29,20-30,3,3,1,0,54,40-60,0
25051,Hr,Region_2,Master'S & Above,M,Other,1,52,50-60,5,12,0,0,47,40-60,0
3980,Sales & Marketing,Region_2,Master'S & Above,F,Sourcing,1,40,40-50,3,3,1,0,48,40-60,1
73715,Operations,Region_4,Bachelor'S,M,Sourcing,1,41,40-50,5,5,1,0,61,60-80,1
57363,Procurement,Region_5,Bachelor'S,M,Sourcing,1,32,30-40,3,4,0,0,71,60-80,0
52400,Sales & Marketing,Region_30,Bachelor'S,M,Other,1,25,20-30,1,2,0,0,51,40-60,0
56338,Analytics,Region_7,Bachelor'S,F,Sourcing,1,29,20-30,4,2,1,0,84,>80,0
12583,Operations,Region_7,Below Secondary,M,Sourcing,2,26,20-30,5,2,0,0,54,40-60,0
5660,Sales & Marketing,Region_7,Bachelor'S,F,Other,1,33,30-40,5,8,0,0,49,40-60,0
7865,Sales & Marketing,Region_22,Bachelor'S,M,Other,1,44,40-50,3,6,1,0,45,40-60,0
64340,Operations,Region_2,Bachelor'S,F,Sourcing,1,38,30-40,5,9,0,0,94,>80,1
51658,Sales & Marketing,Region_31,Bachelor'S,M,Other,1,33,30-40,1,6,0,0,48,40-60,0
71175,Operations,Region_31,Bachelor'S,F,Sourcing,2,39,30-40,3,11,1,0,62,60-80,0
21075,Procurement,Region_2,Bachelor'S,M,Other,1,56,50-60,3,17,0,0,69,60-80,0
66724,Operations,Region_26,Bachelor'S,M,Other,1,33,30-40,5,5,0,0,56,40-60,0
61778,Sales & Marketing,Region_34,Bachelor'S,M,Other,1,28,20-30,3,2,0,0,51,40-60,0
65759,Finance,Region_2,Bachelor'S,M,Other,1,39,30-40,4,14,0,0,58,40-60,0
8861,Technology,Region_13,Master'S & Above,M,Sourcing,1,35,30-40,1,5,0,0,76,60-80,0
52232,Technology,Region_10,Master'S & Above,M,Other,1,32,30-40,3,7,0,0,79,60-80,0
1474,Sales & Marketing,Region_7,Bachelor'S,M,Sourcing,1,52,50-60,3,3,0,0,49,40-60,0
1281,Sales & Marketing,Region_22,Bachelor'S,M,Other,2,34,30-40,3,4,1,0,50,40-60,0
9148,Operations,Region_2,Bachelor'S,F,Other,1,47,40-50,3,15,0,0,60,40-60,0
60179,Operations,Region_4,Bachelor'S,F,Sourcing,1,36,30-40,5,10,0,0,60,40-60,0
44436,Sales & Marketing,Region_1,Bachelor'S,M,Sourcing,1,33,30-40,1,8,0,0,48,40-60,0
4311,Technology,Region_2,Bachelor'S,M,Other,1,50,50-60,1,7,0,0,79,60-80,0
35039,Sales & Marketing,Region_11,Bachelor'S,M,Sourcing,1,32,30-40,4,5,1,0,50,40-60,0
56394,Procurement,Region_27,Bachelor'S,M,Sourcing,2,30,30-40,3,2,0,0,70,60-80,0
54131,Analytics,Region_31,Master'S & Above,M,Other,3,34,30-40,3,10,0,0,82,>80,0
76521,Procurement,Region_23,Bachelor'S,F,Other,1,33,30-40,5,4,1,0,66,60-80,1
3562,Procurement,Region_21,Master'S & Above,M,Other,1,36,30-40,3,4,1,0,70,60-80,0
69681,Procurement,Region_2,Master'S & Above,M,Other,1,39,30-40,4,10,0,0,68,60-80,0
5015,Sales & Marketing,Region_10,Master'S & Above,M,Other,1,36,30-40,5,10,0,0,47,40-60,0
13018,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,55,50-60,3,14,0,0,55,40-60,0
61793,Procurement,Region_2,Bachelor'S,F,Sourcing,1,30,30-40,5,4,1,0,71,60-80,0
1847,Sales & Marketing,Region_9,Master'S & Above,M,Sourcing,1,27,20-30,3,3,0,0,53,40-60,0
2673,Hr,Region_7,Bachelor'S,M,Other,2,32,30-40,5,4,0,0,49,40-60,0
5786,R&D,Region_22,Master'S & Above,M,Other,1,31,30-40,3,5,0,0,83,>80,0
75611,Operations,Region_14,Bachelor'S,M,Other,1,38,30-40,5,4,1,0,60,40-60,1
46345,Sales & Marketing,Region_13,Bachelor'S,M,Other,1,27,20-30,3,3,1,0,47,40-60,0
73419,Analytics,Region_22,Bachelor'S,M,Sourcing,3,27,20-30,4,4,1,0,85,>80,0
53322,Operations,Region_12,Master'S & Above,F,Other,1,31,30-40,3,6,0,0,58,40-60,0
45719,Operations,Region_22,Bachelor'S,M,Other,1,24,20-30,4,2,1,0,58,40-60,0
15083,Operations,Region_7,Bachelor'S,M,Sourcing,1,32,30-40,3,6,0,0,59,40-60,0
70897,Operations,Region_13,Master'S & Above,M,Other,1,40,40-50,3,5,0,1,72,60-80,1
40927,Sales & Marketing,Region_15,Bachelor'S,M,Other,2,32,30-40,4,5,0,0,52,40-60,0
23700,Procurement,Region_13,Bachelor'S,M,Sourcing,1,52,50-60,3,9,0,0,68,60-80,0
536,Analytics,Region_20,Bachelor'S,M,Sourcing,1,29,20-30,1,2,0,0,80,60-80,0
51568,Sales & Marketing,Region_2,Master'S & Above,M,Other,2,48,40-50,5,7,0,0,51,40-60,0
7858,Hr,Region_2,Bachelor'S,F,Sourcing,1,45,40-50,4,3,1,0,46,40-60,0
17435,Operations,Region_20,Bachelor'S,M,Sourcing,2,31,30-40,3,3,0,0,55,40-60,0
38067,Sales & Marketing,Region_4,Bachelor'S,M,Sourcing,4,35,30-40,3,8,0,0,48,40-60,0
40307,Technology,Region_22,Bachelor'S,F,Referred,1,29,20-30,5,8,0,0,79,60-80,0
36363,R&D,Region_26,Master'S & Above,M,Other,2,36,30-40,3,3,0,0,89,>80,0
68189,Operations,Region_31,Bachelor'S,M,Sourcing,1,32,30-40,5,2,1,0,60,40-60,0
5047,Sales & Marketing,Region_4,Master'S & Above,M,Other,2,38,30-40,4,3,0,0,47,40-60,0
44602,Technology,Region_5,Bachelor'S,M,Sourcing,3,28,20-30,4,4,0,0,78,60-80,0
56077,Operations,Region_2,Bachelor'S,M,Other,1,28,20-30,3,2,1,0,56,40-60,0
